Product_ID,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,YEAR,MONTH,DAY
1061,Charlie,East,3750.2,13,Electronics,637.37,692.71,New,0.08,Credit Card,Online,East-Charlie,2023,3,24
1074,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,2023,3,25
1092,Alice,West,1897.98,49,Furniture,2315.0,2467.28,New,0.15,Bank Transfer,Retail,West-Alice,2023,3,25
1055,David,East,1756.83,11,Electronics,2495.2,2600.93,New,0.21,Bank Transfer,Retail,East-David,2023,3,25
1053,Bob,East,7080.88,1,Clothing,1702.82,1862.61,Returning,0.24,Cash,Retail,East-Bob,2023,3,25
1005,Bob,West,7442.25,14,Clothing,1861.2,2075.35,Returning,0.1,Credit Card,Retail,West-Bob,2023,3,25
1049,Eve,East,8611.97,17,Electronics,558.7,1004.08,Returning,0.03,Credit Card,Online,East-Eve,2023,3,25
1097,David,East,6286.25,7,Clothing,1896.35,2394.2,New,0.22,Bank Transfer,Online,East-David,2023,3,26
1096,Alice,North,4821.31,48,Clothing,2449.21,2714.12,New,0.01,Credit Card,Online,North-Alice,2023,3,27
1010,Eve,South,8159.84,37,Clothing,4354.92,4495.88,Returning,0.01,Bank Transfer,Online,South-Eve,2023,3,27
1069,David,East,719.39,47,Electronics,4171.83,4320.93,New,0.07,Cash,Online,East-David,2023,3,27
1066,Charlie,North,7297.86,7,Clothing,523.42,632.4399999999999,New,0.2,Bank Transfer,Online,North-Charlie,2023,3,28
1045,Eve,West,6792.66,14,Clothing,635.28,831.13,Returning,0.17,Bank Transfer,Retail,West-Eve,2023,3,28
1063,Charlie,South,4947.28,42,Food,1170.07,1669.9499999999998,Returning,0.12,Bank Transfer,Retail,South-Charlie,2023,3,28
1022,Bob,West,8640.14,45,Furniture,4020.09,4087.91,Returning,0.06,Bank Transfer,Online,West-Bob,2023,3,29
1010,Alice,South,3329.91,49,Food,1150.3,1306.02,New,0.06,Credit Card,Retail,South-Alice,2023,3,29
1005,Alice,East,6828.24,12,Electronics,319.83,802.4300000000001,New,0.04,Credit Card,Retail,East-Alice,2023,3,30
1007,David,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,2023,3,30
1085,David,West,9278.4,45,Clothing,4763.11,5119.91,Returning,0.29,Cash,Retail,West-David,2023,3,30
1009,Charlie,South,2279.1,10,Clothing,4364.35,4710.1,New,0.07,Credit Card,Online,South-Charlie,2023,3,30
1047,Alice,East,3546.15,37,Electronics,3114.88,3256.78,Returning,0.26,Credit Card,Online,East-Alice,2023,3,31
1016,Eve,East,4309.76,38,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,East-Eve,2023,3,31
1004,Charlie,East,6744.46,12,Clothing,4553.23,5038.74,New,0.09,Credit Card,Retail,East-Charlie,2023,3,31
1025,David,West,4929.56,4,Furniture,2751.06,2976.01,Returning,0.28,Credit Card,Online,West-David,2023,3,31
1059,Eve,West,3595.2,12,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,West-Eve,2023,4,2
1048,David,South,9673.65,45,Electronics,4262.21,4533.31,Returning,0.27,Credit Card,Online,South-David,2023,4,2
1062,Bob,East,6991.95,10,Clothing,1524.88,1636.14,New,0.2,Bank Transfer,Online,East-Bob,2023,4,2
1005,David,South,1646.45,46,Furniture,4691.42,5026.1900000000005,Returning,0.22,Bank Transfer,Retail,South-David,2023,4,2
1034,Charlie,West,2184.02,7,Electronics,2492.36,2738.6800000000003,Returning,0.11,Cash,Online,West-Charlie,2023,4,2
1095,Charlie,East,5873.59,9,Food,2650.95,2860.42,New,0.12,Cash,Retail,East-Charlie,2023,4,3
1099,Alice,North,2571.72,30,Furniture,4495.82,4794.009999999999,New,0.18,Bank Transfer,Retail,North-Alice,2023,4,3
1051,Bob,East,198.25,12,Electronics,3544.48,3723.66,Returning,0.19,Cash,Online,East-Bob,2023,4,4
1078,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,2023,4,4
1058,Alice,North,2072.23,33,Furniture,1011.65,1084.28,Returning,0.07,Bank Transfer,Retail,North-Alice,2023,4,5
1087,Eve,East,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve,2023,4,5
1062,Bob,North,2959.96,48,Food,2487.19,2521.4500000000003,New,0.29,Cash,Online,North-Bob,2023,4,5
1052,Charlie,South,4744.16,26,Clothing,4771.99,5079.65,New,0.29,Credit Card,Online,South-Charlie,2023,4,5
1086,Charlie,West,7212.69,32,Electronics,3743.59,4116.38,Returning,0.11,Cash,Online,West-Charlie,2023,4,6
1026,Bob,South,927.19,4,Electronics,3993.39,4288.3,New,0.13,Credit Card,Online,South-Bob,2023,4,6
1068,Alice,South,9093.5,31,Clothing,3169.37,3304.15,Returning,0.25,Credit Card,Retail,South-Alice,2023,4,6
1051,Alice,West,5262.45,23,Electronics,3325.43,3401.1,New,0.1,Cash,Online,West-Alice,2023,4,7
1033,Bob,East,5509.66,4,Food,2000.75,2426.99,Returning,0.17,Bank Transfer,Online,East-Bob,2023,4,7
1009,Charlie,South,2945.87,32,Clothing,3219.88,3384.5,Returning,0.14,Cash,Retail,South-Charlie,2023,4,8
1098,Eve,North,9452.89,5,Electronics,2947.22,3145.27,New,0.1,Credit Card,Retail,North-Eve,2023,4,8
1096,Charlie,South,5935.59,45,Clothing,357.92,461.3,Returning,0.28,Cash,Online,South-Charlie,2023,4,8
1061,Charlie,East,3988.03,29,Clothing,1221.74,1611.92,New,0.15,Cash,Retail,East-Charlie,2023,4,8
1007,Charlie,East,3758.78,13,Clothing,3597.2,4071.82,Returning,0.29,Bank Transfer,Online,East-Charlie,2023,4,8
1039,Alice,North,763.04,3,Food,391.19,471.75,Returning,0.27,Cash,Online,North-Alice,2023,4,9
1059,Charlie,South,8063.7,1,Electronics,332.62,612.46,Returning,0.24,Cash,Retail,South-Charlie,2023,4,9
1083,Bob,West,618.31,29,Furniture,2408.81,2624.09,Returning,0.14,Cash,Online,West-Bob,2023,4,11
1014,Alice,South,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice,2023,4,11
1002,Bob,North,1942.75,21,Food,914.22,971.57,Returning,0.14,Cash,Online,North-Bob,2023,4,11
1067,Bob,East,8963.93,17,Food,2831.58,3186.15,New,0.24,Bank Transfer,Retail,East-Bob,2023,4,11
1063,Charlie,North,5886.04,40,Electronics,2101.32,2440.63,New,0.26,Bank Transfer,Retail,North-Charlie,2023,4,12
1081,Bob,South,9680.84,19,Food,2443.69,2462.34,New,0.07,Bank Transfer,Retail,South-Bob,2023,4,12
1091,Eve,West,9146.51,36,Electronics,3951.59,4387.01,New,0.07,Bank Transfer,Retail,West-Eve,2023,4,13
1008,Charlie,South,5104.54,24,Furniture,4739.13,4868.95,New,0.14,Credit Card,Retail,South-Charlie,2023,4,13
1034,Alice,West,534.61,3,Clothing,3472.51,3732.0,New,0.06,Cash,Online,West-Alice,2023,4,14
1099,Alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,2023,4,14
1047,Eve,West,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve,2023,4,14
1032,David,North,2286.44,45,Clothing,3712.35,3780.88,New,0.07,Cash,Retail,North-David,2023,4,14
1052,David,North,1834.7,5,Furniture,745.71,856.9100000000001,Returning,0.23,Bank Transfer,Retail,North-David,2023,4,14
1001,David,East,5488.11,2,Electronics,2631.68,2904.06,New,0.15,Bank Transfer,Online,East-David,2023,4,14
1013,Eve,North,7255.1,42,Furniture,1375.57,1729.71,New,0.04,Cash,Online,North-Eve,2023,4,15
1010,Charlie,North,4733.88,4,Food,4943.03,5442.15,Returning,0.29,Cash,Online,North-Charlie,2023,4,15
1081,Charlie,West,2896.71,44,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,West-Charlie,2023,4,16
1027,Alice,East,8241.57,7,Food,2371.85,2457.29,New,0.03,Cash,Retail,East-Alice,2023,4,16
1052,Alice,South,8448.93,2,Food,1935.41,2305.44,Returning,0.22,Credit Card,Online,South-Alice,2023,4,17
1061,Eve,North,3774.02,47,Electronics,146.27,498.46,New,0.06,Cash,Retail,North-Eve,2023,4,18
1035,David,South,9417.1,34,Food,1105.05,1200.96,Returning,0.19,Cash,Online,South-David,2023,4,18
1012,Alice,South,1874.61,9,Electronics,709.97,1029.71,Returning,0.13,Bank Transfer,Retail,South-Alice,2023,4,18
1033,Bob,South,2758.48,5,Furniture,3162.92,3409.9300000000003,New,0.0,Cash,Online,South-Bob,2023,4,19
1044,Charlie,West,8564.8,34,Food,3573.3,3740.13,Returning,0.01,Credit Card,Online,West-Charlie,2023,4,20
1093,Bob,West,4384.02,17,Furniture,3816.39,4209.44,Returning,0.11,Cash,Retail,West-Bob,2023,4,21
1009,Eve,North,9813.66,47,Clothing,359.41,733.0,Returning,0.2,Bank Transfer,Retail,North-Eve,2023,4,21
1088,Charlie,East,456.59,29,Furniture,639.58,1107.45,New,0.29,Cash,Retail,East-Charlie,2023,4,21
1047,Eve,West,6413.11,17,Furniture,1591.34,2043.82,New,0.29,Cash,Retail,West-Eve,2023,4,21
1090,David,West,4883.49,35,Electronics,1130.6,1466.1799999999998,Returning,0.13,Cash,Online,West-David,2023,4,21
1002,Eve,North,6551.23,9,Electronics,4398.16,4439.12,New,0.18,Bank Transfer,Online,North-Eve,2023,4,22
1061,Eve,South,8345.02,39,Electronics,3494.19,3746.0,Returning,0.25,Bank Transfer,Retail,South-Eve,2023,4,22
1060,Eve,East,273.77,23,Clothing,4110.6,4488.370000000001,New,0.12,Credit Card,Online,East-Eve,2023,4,23
1033,Charlie,East,7171.83,44,Electronics,1195.22,1320.06,Returning,0.23,Bank Transfer,Retail,East-Charlie,2023,4,23
1008,Eve,North,9154.03,35,Clothing,600.2,1059.8200000000002,Returning,0.29,Bank Transfer,Retail,North-Eve,2023,4,23
1016,David,South,9961.96,6,Furniture,4502.09,4879.72,New,0.13,Credit Card,Online,South-David,2023,4,23
1024,David,North,4670.99,35,Furniture,2051.0,2121.55,Returning,0.26,Cash,Retail,North-David,2023,4,24
1054,David,North,7524.78,48,Food,2316.92,2462.63,New,0.04,Credit Card,Online,North-David,2023,4,24
1075,David,West,4038.58,44,Furniture,3519.29,3822.98,Returning,0.27,Bank Transfer,Online,West-David,2023,4,25
1095,Bob,South,9805.65,10,Electronics,3155.97,3263.49,Returning,0.04,Credit Card,Online,South-Bob,2023,4,25
1039,Alice,East,5830.19,24,Clothing,2615.48,3062.2200000000003,New,0.19,Bank Transfer,Retail,East-Alice,2023,4,25
1075,David,South,1457.77,37,Electronics,4399.8,4801.06,New,0.13,Bank Transfer,Retail,South-David,2023,4,26
1024,Alice,West,7734.12,42,Food,2069.05,2363.9,Returning,0.07,Cash,Online,West-Alice,2023,4,27
1020,Alice,South,7095.64,33,Furniture,4772.03,4805.17,Returning,0.28,Bank Transfer,Online,South-Alice,2023,4,27
1001,Eve,East,3167.09,25,Electronics,1330.62,1543.6899999999998,New,0.27,Credit Card,Online,East-Eve,2023,4,27
1064,Bob,North,717.7,13,Clothing,1645.51,2045.53,Returning,0.28,Cash,Retail,North-Bob,2023,4,27
1018,David,South,7629.7,17,Clothing,355.72,438.27,Returning,0.06,Bank Transfer,Online,South-David,2023,4,27
1003,Charlie,South,5991.8,27,Furniture,623.32,853.6600000000001,Returning,0.04,Cash,Online,South-Charlie,2023,4,28
1009,Alice,North,1342.95,33,Clothing,2278.9,2626.9,New,0.05,Credit Card,Online,North-Alice,2023,4,28
1036,Charlie,West,7739.11,25,Furniture,4037.73,4446.45,Returning,0.09,Bank Transfer,Online,West-Charlie,2023,4,28
1023,Charlie,North,9850.1,5,Electronics,2311.25,2482.34,Returning,0.22,Credit Card,Retail,North-Charlie,2023,4,28
1093,Alice,North,7353.72,34,Food,4201.11,4436.5,New,0.05,Cash,Online,North-Alice,2023,4,29
1056,Charlie,North,8274.54,10,Clothing,536.81,839.92,Returning,0.15,Bank Transfer,Online,North-Charlie,2023,4,29
1051,Bob,West,5571.8,3,Food,1000.18,1023.64,Returning,0.04,Credit Card,Online,West-Bob,2023,4,30
1032,Alice,West,4241.51,18,Electronics,2466.18,2483.87,Returning,0.08,Cash,Online,West-Alice,2023,4,30
1076,Eve,West,3279.51,32,Clothing,4337.82,4460.71,Returning,0.3,Cash,Retail,West-Eve,2023,4,30
1006,Charlie,North,6233.31,19,Clothing,2962.41,3218.9,New,0.29,Cash,Retail,North-Charlie,2023,4,30
1051,Alice,North,6833.11,34,Furniture,3764.14,4100.4,Returning,0.05,Bank Transfer,Retail,North-Alice,2023,5,2
1096,Alice,East,4649.88,32,Furniture,991.63,1065.55,Returning,0.22,Bank Transfer,Retail,East-Alice,2023,5,2
1036,David,North,6650.51,42,Furniture,4292.63,4387.99,New,0.07,Credit Card,Retail,North-David,2023,5,2
1015,David,South,6699.34,30,Food,2680.22,3027.92,Returning,0.25,Bank Transfer,Online,South-David,2023,5,3
1042,Alice,West,7116.78,37,Furniture,502.86,687.6,Returning,0.21,Cash,Online,West-Alice,2023,5,3
1061,Bob,South,7277.56,41,Furniture,2894.18,3193.92,New,0.28,Bank Transfer,Retail,South-Bob,2023,5,3
1086,Bob,West,7841.4,25,Food,2248.71,2626.02,New,0.08,Bank Transfer,Online,West-Bob,2023,5,4
1062,Eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,2023,5,5
1056,David,East,7611.88,28,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,East-David,2023,5,7
1073,David,North,1347.42,29,Clothing,2152.68,2475.93,Returning,0.22,Bank Transfer,Online,North-David,2023,5,7
1093,Bob,East,5272.85,17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob,2023,5,8
1067,Charlie,North,2850.74,32,Food,2171.79,2307.64,Returning,0.22,Bank Transfer,Online,North-Charlie,2023,5,8
1026,Charlie,West,9519.09,20,Clothing,2985.63,3452.1400000000003,New,0.17,Credit Card,Retail,West-Charlie,2023,5,8
1012,David,West,8070.39,13,Food,1311.01,1538.79,Returning,0.09,Bank Transfer,Retail,West-David,2023,5,9
1034,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,2023,5,10
1030,Bob,South,1273.18,43,Clothing,4696.64,4713.68,Returning,0.24,Bank Transfer,Online,South-Bob,2023,5,10
1063,David,East,5870.97,47,Electronics,4291.33,4658.64,New,0.24,Credit Card,Retail,East-David,2023,5,10
1001,David,East,3793.91,47,Food,4865.33,5316.13,New,0.06,Bank Transfer,Online,East-David,2023,5,10
1099,Alice,South,3518.89,48,Food,3441.61,3693.45,Returning,0.19,Bank Transfer,Online,South-Alice,2023,5,11
1001,Eve,East,5262.35,8,Clothing,442.11,803.87,New,0.18,Cash,Retail,East-Eve,2023,5,11
1051,Bob,North,5578.37,36,Food,4418.95,4647.87,New,0.04,Bank Transfer,Online,North-Bob,2023,5,11
1003,Charlie,North,6760.37,26,Electronics,3418.78,3824.1,New,0.19,Credit Card,Online,North-Charlie,2023,5,11
1033,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,2023,5,12
1038,Bob,South,8630.74,20,Clothing,2607.31,2774.86,New,0.27,Credit Card,Retail,South-Bob,2023,5,12
1060,Charlie,West,5260.83,31,Electronics,3161.4,3339.66,Returning,0.02,Bank Transfer,Online,West-Charlie,2023,5,13
1039,Eve,West,4422.48,40,Furniture,3536.46,3945.82,New,0.24,Bank Transfer,Online,West-Eve,2023,5,13
1075,Bob,East,6653.49,36,Clothing,4337.61,4386.82,Returning,0.23,Credit Card,Online,East-Bob,2023,5,13
1064,Bob,South,5356.28,8,Electronics,4271.99,4417.79,Returning,0.04,Cash,Online,South-Bob,2023,5,14
1001,Eve,South,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve,2023,5,14
1009,David,West,2584.91,40,Furniture,2799.71,3231.08,Returning,0.29,Credit Card,Retail,West-David,2023,5,14
1087,Charlie,West,9472.66,10,Electronics,3988.52,4240.23,New,0.05,Credit Card,Online,West-Charlie,2023,5,14
1049,Eve,South,9298.48,22,Electronics,4573.69,4820.299999999999,New,0.04,Cash,Online,South-Eve,2023,5,14
1062,Charlie,North,8495.62,46,Furniture,159.32,303.36,New,0.03,Cash,Retail,North-Charlie,2023,5,16
1049,Alice,West,3741.08,1,Furniture,3290.89,3317.75,Returning,0.17,Bank Transfer,Online,West-Alice,2023,5,17
1053,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,2023,5,17
1056,David,West,8374.68,47,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,West-David,2023,5,17
1004,Alice,North,5198.56,36,Food,3981.2,4432.349999999999,New,0.14,Cash,Online,North-Alice,2023,5,17
1050,Bob,North,2254.91,45,Furniture,112.35,586.18,Returning,0.28,Credit Card,Retail,North-Bob,2023,5,17
1063,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,2023,5,18
1050,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie,2023,5,19
1071,Eve,West,3003.76,6,Furniture,2831.23,3206.98,Returning,0.06,Bank Transfer,Retail,West-Eve,2023,5,20
1012,Bob,North,5371.79,16,Food,3466.11,3799.67,Returning,0.01,Cash,Retail,North-Bob,2023,5,20
1059,Alice,North,5108.98,37,Electronics,4146.99,4172.349999999999,Returning,0.06,Cash,Retail,North-Alice,2023,5,21
1002,Charlie,West,7828.25,26,Clothing,2041.42,2291.17,Returning,0.28,Cash,Online,West-Charlie,2023,5,21
1008,David,East,5197.84,37,Furniture,1712.43,1980.06,New,0.26,Cash,Online,East-David,2023,5,21
1035,Alice,South,3780.22,45,Food,4132.79,4624.1,New,0.15,Credit Card,Retail,South-Alice,2023,5,22
1049,Bob,East,4216.17,19,Clothing,3316.97,3544.02,Returning,0.14,Cash,Online,East-Bob,2023,5,22
1044,Bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,2023,5,23
1100,Bob,West,7667.96,29,Food,3559.56,3607.15,Returning,0.21,Cash,Retail,West-Bob,2023,5,23
1067,Bob,North,3133.99,49,Furniture,2628.38,2644.54,Returning,0.11,Cash,Online,North-Bob,2023,5,23
1019,Eve,South,1114.91,13,Food,3102.73,3202.68,New,0.09,Cash,Online,South-Eve,2023,5,24
1091,Alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,2023,5,25
1005,Eve,North,833.64,2,Clothing,1392.15,1448.5400000000002,Returning,0.02,Bank Transfer,Retail,North-Eve,2023,5,25
1092,Bob,East,9220.94,20,Food,668.11,803.49,New,0.21,Bank Transfer,Online,East-Bob,2023,5,25
1042,Bob,East,848.28,1,Electronics,1406.24,1535.57,New,0.08,Credit Card,Retail,East-Bob,2023,5,26
1082,David,South,6994.66,2,Furniture,1349.3,1576.69,Returning,0.12,Credit Card,Online,South-David,2023,5,26
1069,Charlie,West,5760.29,44,Electronics,1084.73,1420.9,Returning,0.05,Credit Card,Online,West-Charlie,2023,5,27
1003,Eve,East,5119.89,39,Clothing,310.96,457.84,New,0.03,Credit Card,Online,East-Eve,2023,5,27
1074,Eve,West,6710.83,2,Food,3173.69,3503.11,New,0.2,Bank Transfer,Retail,West-Eve,2023,5,27
1001,Alice,South,1498.11,7,Electronics,4094.68,4576.5,New,0.3,Cash,Retail,South-Alice,2023,5,27
1062,Bob,South,7567.22,28,Electronics,933.16,1004.7,Returning,0.18,Bank Transfer,Online,South-Bob,2023,5,28
1050,Alice,North,8086.27,6,Furniture,3763.26,4102.72,New,0.11,Credit Card,Retail,North-Alice,2023,5,28
1017,David,East,2222.62,35,Electronics,4867.64,5287.05,Returning,0.28,Credit Card,Online,East-David,2023,5,28
1019,Alice,East,6917.45,28,Furniture,3907.86,4205.37,New,0.09,Credit Card,Online,East-Alice,2023,5,28
1006,Bob,North,8109.33,11,Food,4562.58,4925.17,New,0.23,Cash,Retail,North-Bob,2023,5,28
1055,Eve,North,4153.18,40,Furniture,959.73,1111.41,New,0.23,Bank Transfer,Online,North-Eve,2023,5,29
1070,Charlie,South,1108.74,14,Furniture,3796.79,3947.5,Returning,0.24,Bank Transfer,Online,South-Charlie,2023,5,29
1069,Alice,North,4494.8,30,Electronics,300.01,477.68,New,0.11,Bank Transfer,Retail,North-Alice,2023,5,29
1002,David,North,6810.35,17,Furniture,4024.76,4420.150000000001,Returning,0.04,Cash,Online,North-David,2023,5,30
1040,Alice,South,4284.03,47,Clothing,1656.82,1750.38,New,0.21,Credit Card,Online,South-Alice,2023,5,30
1002,Eve,North,3737.17,44,Furniture,1393.58,1533.09,Returning,0.24,Credit Card,Retail,North-Eve,2023,5,30
1064,David,South,2579.63,8,Clothing,816.54,1191.9,New,0.03,Cash,Retail,South-David,2023,5,31
1022,David,East,8913.13,9,Electronics,2263.65,2558.9500000000003,New,0.03,Cash,Online,East-David,2023,6,1
1019,Bob,East,3109.03,38,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,East-Bob,2023,6,1
1099,Alice,South,2496.02,2,Electronics,2038.4,2073.32,New,0.16,Cash,Retail,South-Alice,2023,6,1
1050,Bob,South,5105.78,23,Furniture,3756.06,4255.73,Returning,0.04,Cash,Online,South-Bob,2023,6,1
1013,Charlie,East,2985.46,16,Furniture,1222.15,1284.36,Returning,0.03,Credit Card,Retail,East-Charlie,2023,6,1
1086,Bob,East,2495.57,3,Electronics,1595.35,1625.7099999999998,New,0.27,Cash,Online,East-Bob,2023,6,2
1057,Bob,South,9653.65,12,Electronics,1878.3,2087.45,New,0.05,Bank Transfer,Retail,South-Bob,2023,6,2
1024,Alice,West,1799.77,2,Furniture,3604.93,3830.71,Returning,0.12,Credit Card,Online,West-Alice,2023,6,2
1059,Bob,West,279.43,47,Furniture,287.17,657.44,Returning,0.14,Credit Card,Retail,West-Bob,2023,6,2
1057,Eve,East,2046.87,22,Food,3462.61,3672.89,Returning,0.27,Credit Card,Online,East-Eve,2023,6,2
1069,David,West,6581.04,42,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,West-David,2023,6,3
1039,Bob,South,3099.02,8,Clothing,3380.14,3609.34,Returning,0.09,Credit Card,Online,South-Bob,2023,6,3
1090,Eve,North,2132.8,41,Furniture,2055.49,2441.46,New,0.24,Credit Card,Online,North-Eve,2023,6,3
1090,David,South,6106.64,47,Furniture,85.35,360.54,New,0.28,Cash,Online,South-David,2023,6,3
1016,David,West,5848.92,46,Clothing,1023.5,1164.41,Returning,0.28,Credit Card,Retail,West-David,2023,6,3
1021,Eve,North,2265.28,22,Electronics,1296.44,1751.24,New,0.22,Cash,Online,North-Eve,2023,6,4
1096,Bob,South,9019.51,14,Furniture,2251.95,2626.32,Returning,0.21,Credit Card,Online,South-Bob,2023,6,4
1082,Charlie,East,3320.42,15,Clothing,1719.47,1832.6,Returning,0.12,Credit Card,Online,East-Charlie,2023,6,5
1079,David,South,1982.07,34,Furniture,1967.96,1993.4,Returning,0.15,Credit Card,Online,South-David,2023,6,6
1042,Bob,North,9442.65,20,Food,3115.06,3565.58,Returning,0.3,Credit Card,Retail,North-Bob,2023,6,6
1045,Bob,South,3284.53,15,Electronics,316.22,799.04,New,0.0,Bank Transfer,Online,South-Bob,2023,6,6
1006,Bob,East,1044.45,21,Electronics,1701.62,2193.22,New,0.22,Bank Transfer,Retail,East-Bob,2023,6,6
1033,Alice,East,4602.17,32,Food,108.99,351.6,Returning,0.27,Credit Card,Retail,East-Alice,2023,6,6
1037,Alice,South,6055.38,4,Food,4721.7,5017.58,New,0.24,Cash,Retail,South-Alice,2023,6,7
1085,Charlie,East,2070.02,42,Clothing,2254.11,2382.23,Returning,0.15,Credit Card,Retail,East-Charlie,2023,6,7
1099,Charlie,East,4346.55,31,Food,1974.4,2259.5,New,0.27,Cash,Retail,East-Charlie,2023,6,7
1014,Alice,North,408.38,3,Electronics,2468.29,2723.13,Returning,0.08,Cash,Retail,North-Alice,2023,6,7
1032,Eve,West,219.82,49,Electronics,4812.41,5088.0,Returning,0.09,Credit Card,Online,West-Eve,2023,6,8
1012,Bob,East,3608.81,19,Furniture,3457.28,3598.7200000000003,New,0.27,Bank Transfer,Online,East-Bob,2023,6,8
1057,Charlie,East,1605.28,43,Furniture,4567.39,4958.780000000001,New,0.04,Cash,Retail,East-Charlie,2023,6,8
1093,Bob,South,4391.38,38,Food,86.59,390.89,Returning,0.25,Credit Card,Online,South-Bob,2023,6,9
1047,David,East,3746.64,18,Clothing,560.92,1024.31,Returning,0.26,Cash,Online,East-David,2023,6,9
1017,Charlie,East,2638.98,35,Furniture,4480.63,4884.12,New,0.04,Cash,Online,East-Charlie,2023,6,9
1054,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,2023,6,10
1096,Charlie,South,2320.51,6,Furniture,252.62,742.0,New,0.22,Credit Card,Retail,South-Charlie,2023,6,10
1028,Alice,North,7987.15,2,Furniture,3146.12,3255.53,Returning,0.06,Bank Transfer,Online,North-Alice,2023,6,10
1029,Eve,East,1687.62,15,Clothing,498.27,634.16,Returning,0.11,Credit Card,Retail,East-Eve,2023,6,10
1053,Charlie,East,1554.53,39,Furniture,4643.67,4829.52,Returning,0.17,Bank Transfer,Online,East-Charlie,2023,6,10
1082,Alice,North,7041.58,17,Furniture,890.31,1159.06,Returning,0.06,Cash,Retail,North-Alice,2023,6,11
1085,David,East,7813.12,8,Food,3048.48,3198.54,Returning,0.03,Bank Transfer,Online,East-David,2023,6,11
1008,Alice,East,7507.02,32,Food,4298.12,4446.9,New,0.1,Bank Transfer,Online,East-Alice,2023,6,12
1078,Charlie,South,6136.0,29,Electronics,3177.81,3222.65,Returning,0.08,Credit Card,Retail,South-Charlie,2023,6,12
1097,Charlie,East,7509.01,10,Furniture,2162.95,2191.19,Returning,0.2,Credit Card,Online,East-Charlie,2023,6,13
1030,Charlie,West,4478.71,5,Clothing,3932.14,4082.76,New,0.26,Credit Card,Online,West-Charlie,2023,6,13
1011,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,2023,6,14
1008,Eve,North,1403.98,24,Clothing,1394.17,1891.02,New,0.21,Credit Card,Online,North-Eve,2023,6,14
1007,Alice,North,249.6,9,Clothing,1481.76,1668.95,Returning,0.12,Credit Card,Retail,North-Alice,2023,6,14
1072,David,North,6976.49,35,Electronics,4349.36,4645.17,Returning,0.18,Credit Card,Retail,North-David,2023,6,15
1075,Eve,North,9736.49,26,Furniture,1749.34,1935.25,New,0.14,Credit Card,Online,North-Eve,2023,6,15
1038,Alice,West,2758.77,42,Food,1089.09,1355.44,New,0.06,Cash,Retail,West-Alice,2023,6,15
1004,Alice,East,6277.59,13,Furniture,3087.73,3263.96,New,0.24,Cash,Retail,East-Alice,2023,6,15
1044,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,2023,6,17
1092,Alice,East,1632.8,47,Furniture,1447.45,1703.02,Returning,0.12,Bank Transfer,Retail,East-Alice,2023,6,17
1092,David,East,862.02,21,Clothing,2792.2,3254.55,New,0.02,Credit Card,Retail,East-David,2023,6,17
1038,Eve,West,2792.27,24,Clothing,1543.91,1862.88,New,0.09,Bank Transfer,Online,West-Eve,2023,6,18
